transacao_id,cliente_id,tipo_transacao,valor_kz,data_transacao,canal,status,provincia,tipo_conta
TXN004170,CLI0166,Compra com Cartão,87241.44,2023-06-14 10:12:19,Balcão,Aprovada,Uíge,Empresarial
TXN002433,CLI0085,Recebimento de Salário,3375.61,2024-11-13 14:03:24,Agente Bancário,Aprovada,Uíge,Empresarial
TXN004526,CLI0020,Pagamento de Electricidade,162184.7,2023-12-06 07:34:07,Balcão,Aprovada,Huambo,Jovem
TXN004421,CLI0072,Recarga de Telemóvel,40182.79,2023-12-03 11:47:01,ATM,Aprovada,Lubango,Jovem
TXN002717,cli0173,Recebimento de Salário,20633.95,2024-08-28 08:38:52,App Mobile,Aprovada,Benguela,Jovem
TXN004531,CLI0070,Pagamento de Serviço,201286.28,2024-08-02 16:41:58,Agente Bancário,Pendente,Huambo,Corrente
TXN004370,CLI0028,Depósito,182182.69,2023-04-25 02:19:36,Balcão,Pendente,Kuito,Poupança
TXN000311,CLI0056,Pagamento de Empréstimo,199965.86,2024-09-02 06:58:54,Internet Banking,Aprovada,Huambo,Empresarial
TXN004250,CLI0049,Levantamento,155106.07,2024-04-24 19:32:52,ATM,Aprovada,Saurimo,Poupança
TXN002047,CLI0051,Pagamento de Electricidade,46393.91,2023-11-05 06:01:02,App Mobile,Aprovada,Cabinda,Poupança
TXN002218,CLI0196,Levantamento,66575.43,2024-04-28 06:56:34,Agente Bancário,Aprovada,Saurimo,Corrente
TXN002974,CLI0191,Pagamento de Renda,12307.62,2023-04-14 10:14:41,Agente Bancário,Aprovada,Benguela,Corrente
TXN002491,CLI0052,Depósito,28106.69,2023-03-22 04:58:10,Internet Banking,Recusada,Uíge,Corrente
TXN000153,CLI0188,Recarga de Telemóvel,233133.18,2023-01-05 22:53:32,,Aprovada,Benguela,Poupança
TXN001983,cli0037,Pagamento de Serviço,156356.11,2023-12-16 18:23:10,Internet Banking,Aprovada,Huambo,Jovem
TXN001887,CLI0039,Pagamento de Serviço,10090.87,2023-11-29 08:24:06,ATM,Aprovada,Kuito,Corrente
TXN004636,CLI0026,Recarga de Telemóvel,228967.17,2023-03-05 01:59:16,App Mobile,Recusada,Lubango,Empresarial
TXN000412,CLI0198,Pagamento de Empréstimo,18962.27,2024-08-29 09:53:10,App Mobile,Aprovada,Uíge,Corrente
TXN004986,CLI0125,Pagamento de Empréstimo,80347.29,2024-09-24 12:21:18,App Mobile,Recusada,Sumbe,Empresarial
TXN002555,CLI0177,Recebimento de Salário,62746.67,2023-07-21 06:15:50,Balcão,Pendente,Lubango,Poupança
TXN002208,cli0187,Levantamento,63946.74,13/02/2023 20:51,App Mobile,Aprovada,Kuito,Empresarial
TXN001287,CLI0162,Pagamento de Electricidade,247106.52,2023-04-27 08:00:46,Balcão,Pendente,Luanda,Empresarial
TXN003122,CLI0187,Pagamento de Serviço,142191.45,2024-07-08 02:40:22,App Mobile,Pendente,Kuito,Empresarial
TXN001913,CLI0114,Recarga de Telemóvel,98239.66,2023-04-28 17:07:46,Agente Bancário,Aprovada,Malanje,Jovem
TXN002162,CLI0090,Recarga de Telemóvel,-185549.62,2024-08-28 15:41:06,ATM,Pendente,Cabinda,Poupança
TXN003239,CLI0200,COMPRA COM CARTÃO,79213.2,2024-10-08 05:17:01,Internet Banking,Aprovada,Malanje,Empresarial
TXN004488,CLI0198,Recarga de Telemóvel,157425.84,2023-03-29 22:18:24,Internet Banking,Aprovada,Uíge,Corrente
TXN000222,CLI0191,Pagamento de Electricidade,218349.32,2024-06-04 06:48:13,Agente Bancário,Aprovada,Benguela,Corrente
TXN002214,CLI0188,Levantamento,181054.37,2023-04-05 10:00:51,Internet Banking,Recusada,Benguela,Poupança
TXN001737,CLI0003,Recarga de Telemóvel,114318.53,2023-08-31 07:23:05,Agente Bancário,Aprovada,Saurimo,Corrente
TXN004749,CLI0062,Depósito,208357.45,2024-09-13 04:35:57,Balcão,Aprovada,Saurimo,Jovem
TXN001730,CLI0002,Pagamento de Renda,102062.05,2023-07-10 04:51:51,App Mobile,Aprovada,Saurimo,Jovem
TXN000916,CLI0027,Pagamento de Serviço,141133.11,2023-07-24 05:30:44,App Mobile,Aprovada,Sumbe,Corrente
TXN000429,CLI0139,Recarga de Telemóvel,156802.83,2024-08-21 08:00:57,ATM,Aprovada,Kuito,Poupança
TXN000394,cli0107,Transferência,34002.22,2023-04-08 12:24:21,App Mobile,Pendente,Kuito,Empresarial
TXN002028,CLI0086,Pagamento de Empréstimo,228920.35,2023-09-11 13:17:59,Balcão,Pendente,Huambo,Corrente
TXN000242,CLI0182,Pagamento de Empréstimo,130391.27,2023-05-23 19:34:06,Agente Bancário,Aprovada,Uíge,Corrente
TXN003853,CLI0098,Levantamento,17176.23,2024-10-31 03:22:37,Internet Banking,Pendente,Sumbe,Corrente
TXN001243,CLI0088,Recebimento de Salário,128348.73,2024-09-19 00:41:50,Internet Banking,Aprovada,Cabinda,Poupança
TXN002483,CLI0033,Transferência,244190.81,2024-05-28 17:14:49,Internet Banking,Aprovada,Cabinda,Corrente
TXN001742,CLI0056,Depósito,137361.66,2023-01-15 02:46:56,Balcão,Aprovada,Huambo,Empresarial
TXN004655,CLI0050,Pagamento de Empréstimo,157971.07,2024-01-17 00:11:53,Agente Bancário,Aprovada,Malanje,Corrente
TXN001935,CLI0020,Pagamento de Serviço,77243.89,2023-09-11 12:29:09,ATM,Recusada,Huambo,Jovem
TXN003072,CLI0127,Levantamento,196763.27,2024-06-11 22:03:57,Agente Bancário,Aprovada,Malanje,Corrente
TXN000527,CLI0015,Levantamento,23591.48,2023-10-24 05:38:32,Agente Bancário,Recusada,Kuito,Empresarial
TXN002319,CLI0158,Pagamento de Electricidade,97643.53,2023-06-10 00:11:06,ATM,Aprovada,Lubango,Jovem
TXN003560,CLI0179,Pagamento de Renda,20240.41,2024-07-27 14:14:53,Agente Bancário,Aprovada,Luanda,Empresarial
TXN004280,CLI0178,Pagamento de Empréstimo,77389.49,2024-08-24 00:31:32,App Mobile,Aprovada,Saurimo,Poupança
TXN002242,CLI0102,Pagamento de Serviço,89822.87,2023-07-22 19:37:56,Agente Bancário,Recusada,Sumbe,Empresarial
TXN002357,CLI0197,RECEBIMENTO DE SALÁRIO,6836.87,2023-12-25 10:36:04,Balcão,Aprovada,Malanje,Empresarial
TXN001698,CLI0159,Pagamento de Electricidade,117268.58,2023-12-12 20:53:54,ATM,Aprovada,Uíge,Empresarial
TXN004804,CLI0110,Recebimento de Salário,178446.42,2024-09-06 22:25:40,ATM,Aprovada,Kuito,Empresarial
TXN002388,cli0147,Compra com Cartão,227563.99,2023-07-17 00:21:49,Balcão,Aprovada,Malanje,Empresarial
TXN004888,CLI0002,Pagamento de Electricidade,82271.71,2023-06-21 22:52:44,Internet Banking,Aprovada,Saurimo,Jovem
TXN002664,CLI0063,Pagamento de Renda,1798.44,2024-07-22 17:21:15,App Mobile,Recusada,Kuito,Corrente
TXN001188,CLI0154,Recebimento de Salário,25541.47,2023-06-30 08:09:45,Internet Banking,Aprovada,Lubango,Jovem
TXN002366,CLI0061,Pagamento de Renda,194711.74,2024-07-03 13:32:19,Agente Bancário,Aprovada,Malanje,Poupança
TXN002165,CLI0056,Recebimento de Salário,131728.17,2024-02-28 02:49:08,ATM,Aprovada,Huambo,Empresarial
TXN001500,CLI0093,Pagamento de Serviço,142593.21,2024-09-29 13:06:36,Internet Banking,Aprovada,Saurimo,Corrente
TXN004573,CLI0026,Compra com Cartão,204800.33,2023-11-14 21:36:34,ATM,Aprovada,Lubango,Empresarial
TXN002090,CLI0008,Recebimento de Salário,-202343.69,2024-03-13 08:56:13,ATM,Aprovada,Saurimo,Poupança
TXN004414,CLI0072,Pagamento de Empréstimo,209136.27,2024-07-27 22:15:59,ATM,Recusada,Lubango,Jovem
TXN000969,CLI0183,Pagamento de Serviço,16670.8,2023-08-16 13:34:43,App Mobile,Aprovada,Saurimo,Corrente
TXN004199,CLI0136,Pagamento de Renda,218887.14,2024-08-15 14:58:31,ATM,Recusada,Huambo,Empresarial
TXN004314,CLI0023,Levantamento,58795.5,2023-06-29 00:26:08,Balcão,Pendente,Malanje,Poupança
TXN001661,CLI0175,Pagamento de Renda,171553.19,2023-10-01 08:41:57,App Mobile,Recusada,Cabinda,Empresarial
TXN000042,CLI0129,Depósito,76379.07,2023-04-29 20:24:54,Balcão,Recusada,Saurimo,Jovem
TXN002836,CLI0154,Pagamento de Electricidade,55126.74,2023-06-02 02:36:13,Internet Banking,Aprovada,Lubango,Jovem
TXN001175,CLI0121,Recarga de Telemóvel,217854.18,2024-08-11 07:17:21,Internet Banking,Aprovada,Lubango,Empresarial
TXN003599,CLI0081,Transferência,79527.52,31/07/2024 14:44,App Mobile,Aprovada,Uíge,Empresarial
TXN004557,CLI0094,Compra com Cartão,241350.39,2023-02-10 17:12:48,Agente Bancário,Aprovada,Luanda,Empresarial
TXN003133,CLI0041,Levantamento,107080.82,2023-01-22 12:08:56,ATM,Aprovada,Saurimo,Corrente
TXN000626,CLI0117,Pagamento de Empréstimo,205945.69,2024-04-21 03:39:39,App Mobile,Aprovada,Sumbe,Jovem
TXN003228,cli0020,Pagamento de Serviço,109513.88,2024-10-17 17:47:30,Agente Bancário,Recusada,Huambo,Jovem
TXN001519,CLI0077,Pagamento de Electricidade,84534.28,2024-05-22 22:20:52,Balcão,Aprovada,Huambo,Jovem
TXN001975,CLI0060,Levantamento,243751.82,2024-04-11 09:28:17,App Mobile,Recusada,Kuito,Jovem
TXN002095,CLI0033,Pagamento de Empréstimo,209830.88,2023-04-05 01:39:14,Balcão,,Cabinda,Corrente
TXN000605,CLI0174,Transferência,221310.38,2024-09-03 14:27:44,Internet Banking,Pendente,Cabinda,Poupança
TXN001670,CLI0146,Depósito,-180392.84,2024-12-10 21:50:00,Agente Bancário,Aprovada,Sumbe,Corrente
TXN000724,CLI0054,Recarga de Telemóvel,87191.74,2024-05-18 19:37:42,Balcão,Aprovada,Cabinda,Poupança
TXN002837,CLI0068,Depósito,149511.91,2023-12-08 21:18:19,ATM,Aprovada,Malanje,Jovem
TXN000107,CLI0102,Pagamento de Empréstimo,215618.48,2024-09-16 13:04:17,Agente Bancário,Aprovada,Sumbe,Empresarial
TXN003053,CLI0186,Pagamento de Electricidade,43693.68,2024-01-01 03:46:58,Agente Bancário,Recusada,Saurimo,Poupança
TXN001242,CLI0159,Levantamento,85854.25,2023-04-24 06:09:00,Balcão,Aprovada,Uíge,Empresarial
TXN001554,CLI0094,Recarga de Telemóvel,93778.58,2023-01-22 17:45:38,Internet Banking,Aprovada,Luanda,Empresarial
TXN003332,CLI0167,Levantamento,55703.03,2023-08-04 13:44:19,Internet Banking,Recusada,Benguela,Jovem
TXN003700,CLI0014,Pagamento de Renda,7550.69,26/10/2024 16:02,Balcão,Aprovada,Sumbe,Jovem
TXN001703,CLI0088,Recarga de Telemóvel,189502.74,2023-10-22 11:12:33,Internet Banking,Aprovada,Cabinda,Poupança
TXN002500,CLI0119,Pagamento de Electricidade,179416.1,2024-11-15 03:58:44,ATM,Aprovada,Lubango,Empresarial
TXN002842,CLI0184,Pagamento de Empréstimo,207551.87,2024-02-13 18:19:20,App Mobile,Aprovada,Sumbe,Corrente
TXN003348,CLI0078,Recebimento de Salário,19234.04,2024-05-09 06:49:14,Balcão,Aprovada,Kuito,Jovem
TXN004970,CLI0067,Recarga de Telemóvel,163425.12,2024-07-26 06:31:17,Balcão,Aprovada,Lubango,Jovem
TXN001283,CLI0019,Pagamento de Serviço,85108.43,2023-03-06 21:49:05,Agente Bancário,Recusada,Kuito,Empresarial
TXN001349,CLI0045,Levantamento,142182.83,2023-09-12 07:02:21,Agente Bancário,Aprovada,Lubango,Empresarial
TXN000653,CLI0181,Pagamento de Electricidade,47611.4,2024-12-07 18:40:53,Balcão,Recusada,Lubango,Empresarial
TXN001426,CLI0147,Recarga de Telemóvel,248266.3,2024-11-18 08:40:54,Agente Bancário,Recusada,Malanje,Empresarial
TXN002622,CLI0191,Transferência,108431.4,2024-11-04 18:38:25,Balcão,Aprovada,Benguela,Corrente
TXN001366,CLI0056,Transferência,54009.67,2024-11-19 06:04:49,App Mobile,Recusada,Huambo,Empresarial
TXN001650,CLI0053,Recarga de Telemóvel,197506.14,2024-06-06 20:53:25,Agente Bancário,Aprovada,Cabinda,Poupança
TXN002332,CLI0092,Pagamento de Empréstimo,160510.86,2024-08-27 19:04:58,Balcão,Aprovada,Benguela,Poupança
TXN004956,cli0123,Pagamento de Serviço,60737.57,2023-09-10 22:19:27,Internet Banking,Aprovada,Kuito,Poupança
TXN004949,CLI0200,Transferência,-115113.69,2024-11-20 15:01:10,App Mobile,Aprovada,Malanje,Empresarial
TXN000434,CLI0070,Pagamento de Serviço,173206.53,2023-01-25 22:17:11,App Mobile,Aprovada,Huambo,Corrente
TXN001035,CLI0188,Pagamento de Electricidade,217405.64,2023-07-07 10:01:11,Agente Bancário,Aprovada,Benguela,Poupança
TXN002364,CLI0017,COMPRA COM CARTÃO,176046.62,2023-06-02 06:01:32,Agente Bancário,Aprovada,Huambo,Jovem
TXN002615,CLI0126,Levantamento,162350.69,2024-05-08 19:02:50,Agente Bancário,Aprovada,Sumbe,Jovem
TXN001057,CLI0199,Transferência,232242.13,2024-05-19 09:49:26,ATM,Aprovada,Kuito,Poupança
TXN001479,CLI0016,Pagamento de Serviço,80171.51,2024-12-22 05:32:30,Agente Bancário,Aprovada,Huambo,Jovem
TXN000694,CLI0137,Recarga de Telemóvel,148281.38,2024-01-06 09:20:58,Agente Bancário,Aprovada,Benguela,Jovem
TXN003334,CLI0199,Pagamento de Renda,96519.95,2024-03-11 00:51:11,Agente Bancário,Pendente,Kuito,Poupança
TXN003121,CLI0037,Recarga de Telemóvel,64001.64,2024-10-17 08:56:24,,Aprovada,Huambo,Jovem
TXN002738,CLI0148,Recebimento de Salário,197268.52,2024-03-04 04:01:43,App Mobile,Aprovada,Kuito,Jovem
TXN004476,CLI0177,Recebimento de Salário,209055.15,2023-05-07 12:50:28,Agente Bancário,Aprovada,Lubango,Poupança
TXN001645,CLI0157,Pagamento de Electricidade,172818.35,2024-03-22 21:37:26,Agente Bancário,Aprovada,Malanje,Jovem
TXN003411,CLI0123,Pagamento de Electricidade,216394.62,2024-09-08 02:34:33,ATM,Aprovada,Kuito,Poupança
TXN004592,CLI0019,Transferência,113332.59,2023-08-24 12:12:18,ATM,Aprovada,Kuito,Empresarial
TXN004958,CLI0123,Compra com Cartão,121424.73,2024-02-24 10:13:17,Balcão,Recusada,Kuito,Poupança
TXN004798,CLI0060,Transferência,35193.89,2024-12-04 21:03:16,ATM,Aprovada,Kuito,Jovem
TXN003246,CLI0043,Recarga de Telemóvel,248840.7,2024-11-27 03:44:05,Agente Bancário,Aprovada,Cabinda,Poupança
TXN003446,CLI0175,Depósito,197513.42,2024-04-16 10:57:56,Internet Banking,Aprovada,Cabinda,Empresarial
TXN004532,CLI0183,Compra com Cartão,27103.43,2024-12-15 09:17:23,Agente Bancário,Pendente,Saurimo,Corrente
TXN000578,CLI0119,Pagamento de Electricidade,635.46,2023-05-11 00:13:14,App Mobile,Pendente,Lubango,Empresarial
TXN003238,CLI0108,Transferência,194450.09,2024-01-20 17:45:59,App Mobile,Aprovada,Lubango,Corrente
TXN003872,CLI0134,Pagamento de Electricidade,-169153.15,2023-03-31 10:32:37,Agente Bancário,Pendente,Sumbe,Jovem
TXN003279,CLI0199,RECEBIMENTO DE SALÁRIO,197700.25,2024-05-27 12:01:02,,Pendente,Kuito,Poupança
TXN003776,cli0146,Levantamento,56699.05,2023-09-25 06:56:42,Balcão,Recusada,Sumbe,Corrente
TXN003891,CLI0063,Compra com Cartão,68665.66,2024-06-06 11:17:45,Balcão,Aprovada,Kuito,Corrente
TXN004367,CLI0178,Pagamento de Renda,108061.62,2024-11-09 20:35:25,Agente Bancário,Pendente,Saurimo,Poupança
TXN003186,CLI0088,Pagamento de Renda,87474.18,2023-10-05 08:27:46,Internet Banking,Aprovada,Cabinda,Poupança
TXN004352,CLI0164,Levantamento,227489.48,2024-09-14 21:02:24,Agente Bancário,Aprovada,Cabinda,Empresarial
TXN004535,CLI0163,Recebimento de Salário,200766.79,2024-12-24 06:05:44,ATM,Aprovada,Malanje,Empresarial
TXN001262,CLI0053,Recebimento de Salário,71219.82,2023-04-20 06:47:53,Balcão,Aprovada,Cabinda,Poupança
TXN001762,CLI0047,Recebimento de Salário,98300.16,2024-01-31 15:40:46,Internet Banking,Aprovada,Kuito,Corrente
TXN001024,CLI0165,Depósito,57167.7,2023-03-15 11:09:52,Agente Bancário,Aprovada,Cabinda,Corrente
TXN000102,CLI0098,Levantamento,61989.22,2024-09-11 20:49:36,Agente Bancário,Aprovada,Sumbe,Corrente
TXN004083,CLI0041,Compra com Cartão,122056.88,2024-05-13 20:58:40,Agente Bancário,Aprovada,Saurimo,Corrente
TXN003271,CLI0200,Pagamento de Empréstimo,43568.46,2023-11-21 12:50:46,Balcão,Recusada,Malanje,Empresarial
TXN003982,CLI0114,Pagamento de Electricidade,146448.82,2023-04-16 19:32:25,Agente Bancário,Aprovada,Malanje,Jovem
TXN002593,CLI0178,Pagamento de Empréstimo,80662.13,2023-11-24 23:30:52,ATM,Recusada,Saurimo,Poupança
TXN004950,CLI0078,Transferência,40759.87,2023-04-12 22:12:46,ATM,Aprovada,Kuito,Jovem
TXN002683,CLI0031,Recebimento de Salário,205916.37,2023-06-27 01:21:04,ATM,Recusada,Uíge,Poupança
TXN001646,cli0111,RECEBIMENTO DE SALÁRIO,172203.13,2024-07-26 20:00:18,Internet Banking,Aprovada,Huambo,Empresarial
TXN001925,CLI0163,Recebimento de Salário,136482.16,2024-04-29 13:18:02,App Mobile,Aprovada,Malanje,Empresarial
TXN003989,CLI0055,Recarga de Telemóvel,158147.41,2023-10-31 16:03:58,Internet Banking,Aprovada,Uíge,Poupança
TXN003997,CLI0053,Levantamento,225742.56,2024-05-07 09:39:22,,Aprovada,Cabinda,Poupança
TXN004738,CLI0198,Pagamento de Empréstimo,236759.68,2023-03-18 12:24:00,Internet Banking,Aprovada,Uíge,Corrente
TXN000325,CLI0158,Compra com Cartão,18061.84,2024-07-24 08:21:01,Agente Bancário,Aprovada,Lubango,Jovem
TXN000118,CLI0116,Pagamento de Electricidade,176331.54,2023-01-04 10:57:17,Internet Banking,Aprovada,Benguela,Jovem
TXN003013,CLI0163,Pagamento de Electricidade,236959.96,2023-07-20 21:42:34,Agente Bancário,Recusada,Malanje,Empresarial
TXN003361,CLI0009,Transferência,22438.66,2023-01-14 18:50:42,ATM,Recusada,Lubango,Corrente
TXN004189,CLI0040,Depósito,-69162.61,2023-02-09 20:04:48,ATM,Aprovada,Kuito,Poupança
TXN002008,CLI0026,Pagamento de Serviço,120138.42,2024-06-02 13:49:46,App Mobile,Aprovada,Lubango,Empresarial
TXN004808,CLI0002,Pagamento de Electricidade,158985.72,2023-06-01 20:56:44,App Mobile,Aprovada,Saurimo,Jovem
TXN004166,CLI0196,Recebimento de Salário,57170.21,2023-10-17 14:56:01,,Pendente,Saurimo,Corrente
TXN001679,CLI0083,Recarga de Telemóvel,146321.76,2023-05-21 13:03:09,App Mobile,Aprovada,Cabinda,Empresarial
TXN004699,CLI0056,Transferência,220920.23,2023-06-27 18:48:29,Agente Bancário,Aprovada,Huambo,Empresarial
TXN003625,CLI0089,Pagamento de Electricidade,72000.45,2024-09-19 16:41:58,Agente Bancário,Aprovada,Uíge,Empresarial
TXN004780,cli0194,Compra com Cartão,164142.09,2023-09-29 00:44:10,Agente Bancário,Aprovada,Lubango,Poupança
TXN003765,CLI0154,Pagamento de Empréstimo,156823.96,2023-09-03 10:15:56,Internet Banking,Aprovada,Lubango,Jovem
TXN004010,CLI0075,Transferência,5026.7,2023-07-06 14:13:55,Balcão,Aprovada,Huambo,Jovem
TXN004916,CLI0078,Compra com Cartão,110146.97,2024-03-28 04:24:49,App Mobile,Aprovada,Kuito,Jovem
TXN003204,CLI0108,Recebimento de Salário,75728.28,2024-11-23 10:30:48,Agente Bancário,Recusada,Lubango,Corrente
TXN003369,CLI0048,Levantamento,77598.46,2024-02-13 19:31:56,Balcão,Aprovada,Malanje,Corrente
TXN002647,CLI0091,Pagamento de Renda,142261.68,2024-03-28 19:48:24,Agente Bancário,Aprovada,Lubango,Corrente
TXN001692,CLI0118,Pagamento de Electricidade,140479.48,2023-05-13 14:00:52,App Mobile,Aprovada,Saurimo,Corrente
TXN002406,CLI0087,Compra com Cartão,236796.92,2024-08-28 17:52:29,Agente Bancário,Aprovada,Uíge,Poupança
TXN003809,cli0004,Recarga de Telemóvel,140722.1,2023-06-26 07:31:52,ATM,Aprovada,Saurimo,Empresarial
TXN003305,CLI0085,Compra com Cartão,217422.36,2024-06-05 22:17:02,Internet Banking,Aprovada,Uíge,Empresarial
TXN001591,CLI0149,Pagamento de Empréstimo,36610.56,2023-04-07 20:22:31,ATM,Aprovada,Saurimo,Corrente
TXN001098,CLI0083,Compra com Cartão,245900.94,2024-04-13 05:14:25,Balcão,Aprovada,Cabinda,Empresarial
TXN002608,CLI0110,Pagamento de Electricidade,154855.5,2024-05-19 03:13:27,Agente Bancário,Recusada,Kuito,Empresarial
TXN002824,CLI0023,Compra com Cartão,80697.3,2024-11-21 20:29:02,App Mobile,Aprovada,Malanje,Poupança
TXN002709,CLI0014,Depósito,78392.42,2024-03-29 15:48:18,Agente Bancário,Pendente,Sumbe,Jovem
TXN003752,CLI0198,Pagamento de Empréstimo,76552.53,2024-11-24 19:26:27,Agente Bancário,Aprovada,Uíge,Corrente
TXN004271,CLI0163,Recarga de Telemóvel,165523.54,2023-03-07 23:41:47,Balcão,Pendente,Malanje,Empresarial
TXN004285,CLI0191,Pagamento de Serviço,199290.48,2023-01-18 22:32:30,ATM,Pendente,Benguela,Corrente
TXN004323,CLI0177,Pagamento de Renda,92320.35,2024-03-05 13:19:46,,Aprovada,Lubango,Poupança
TXN004373,cli0074,Levantamento,123520.21,2023-11-28 22:43:52,Balcão,Aprovada,Huambo,Corrente
TXN000106,CLI0077,Pagamento de Renda,236083.46,2023-07-15 12:01:23,Balcão,,Huambo,Jovem
TXN001872,CLI0178,LEVANTAMENTO,28355.69,2024-02-23 11:32:05,Internet Banking,Pendente,Saurimo,Poupança
TXN004294,CLI0009,Compra com Cartão,190874.87,2023-04-21 11:09:47,Balcão,Aprovada,Lubango,Corrente
TXN001073,CLI0109,PAGAMENTO DE ELECTRICIDADE,163507.42,2024-11-13 11:48:06,App Mobile,Aprovada,Huambo,Poupança
TXN002265,CLI0111,PAGAMENTO DE ELECTRICIDADE,65585.13,2024-10-19 07:47:24,Balcão,Aprovada,Huambo,Empresarial
TXN002327,CLI0131,Recarga de Telemóvel,182009.52,2024-02-20 16:26:16,App Mobile,Aprovada,Sumbe,Empresarial
TXN001291,CLI0069,Recarga de Telemóvel,165500.31,2023-10-15 01:12:54,ATM,Aprovada,Uíge,Empresarial
TXN000859,CLI0111,Recarga de Telemóvel,8310.87,2023-08-26 00:22:20,Balcão,Pendente,Huambo,Empresarial
TXN001820,CLI0104,Pagamento de Electricidade,140285.4,2024-09-20 00:12:16,Agente Bancário,Recusada,Uíge,Jovem
TXN004336,CLI0154,Pagamento de Renda,119638.08,2024-10-01 07:41:11,App Mobile,Aprovada,Lubango,Jovem
TXN001215,CLI0186,Recebimento de Salário,200517.61,2023-08-22 06:47:23,Balcão,Recusada,Saurimo,Poupança
TXN004197,CLI0176,Depósito,41909.37,2023-05-11 18:41:15,Internet Banking,Aprovada,Benguela,Poupança
TXN004837,CLI0109,Transferência,82101.67,2023-05-15 05:15:54,ATM,Pendente,Huambo,Poupança
TXN001497,CLI0047,Transferência,60472.43,2023-12-18 13:31:20,App Mobile,Pendente,Kuito,Corrente
TXN002285,CLI0094,Pagamento de Serviço,50471.06,2024-12-10 18:14:41,App Mobile,Aprovada,Luanda,Empresarial
TXN000162,CLI0085,Levantamento,42413.31,2023-02-09 07:57:18,Balcão,Aprovada,Uíge,Empresarial
TXN001044,CLI0182,Pagamento de Renda,109723.39,17/09/2024 23:01,App Mobile,Aprovada,Uíge,Corrente
TXN001660,CLI0109,Pagamento de Electricidade,109749.25,2024-08-16 18:45:02,App Mobile,Aprovada,Huambo,Poupança
TXN001865,CLI0008,Recebimento de Salário,209814.51,2023-05-26 02:33:32,Internet Banking,Aprovada,Saurimo,Poupança
TXN000319,CLI0049,Pagamento de Electricidade,81258.38,2023-09-28 00:56:21,ATM,Recusada,Saurimo,Poupança
TXN004346,CLI0094,Pagamento de Renda,108202.73,2024-04-01 18:04:23,Agente Bancário,Recusada,Luanda,Empresarial
TXN001620,CLI0185,Recebimento de Salário,136842.9,2024-11-16 22:08:11,App Mobile,Pendente,Benguela,Jovem
TXN000767,CLI0188,Pagamento de Empréstimo,114935.44,2024-11-27 07:59:31,Balcão,Aprovada,Benguela,Poupança
TXN004305,CLI0120,Recarga de Telemóvel,82573.04,2023-09-09 23:50:32,Internet Banking,Aprovada,Benguela,Poupança
TXN003730,CLI0138,RECEBIMENTO DE SALÁRIO,230188.88,2023-07-17 00:06:38,ATM,Aprovada,Malanje,Empresarial
TXN004233,CLI0117,Pagamento de Empréstimo,44575.88,2024-05-28 21:46:48,Balcão,Aprovada,Sumbe,Jovem
TXN000104,CLI0027,Depósito,23719.53,2024-03-06 11:24:21,Balcão,Aprovada,Sumbe,Corrente
TXN004306,CLI0118,Pagamento de Empréstimo,245585.03,2023-01-02 17:31:09,Internet Banking,Aprovada,Saurimo,Corrente
TXN003569,cli0192,Compra com Cartão,200237.4,2024-10-16 18:40:16,Agente Bancário,Pendente,Luanda,Empresarial
TXN004481,CLI0139,Recebimento de Salário,206014.94,2024-07-23 00:21:08,Agente Bancário,Pendente,Kuito,Poupança
TXN000720,CLI0075,Depósito,243132.26,2024-09-09 00:30:35,Agente Bancário,Aprovada,Huambo,Jovem
TXN002339,CLI0127,Transferência,187472.01,2023-09-16 11:03:27,Balcão,Pendente,Malanje,Corrente
TXN000808,CLI0010,Pagamento de Electricidade,133266.87,2023-02-21 03:29:03,App Mobile,Aprovada,Cabinda,Poupança
TXN000824,CLI0140,Transferência,35083.16,2023-03-16 14:21:29,Internet Banking,Aprovada,Uíge,Empresarial
TXN002171,CLI0147,Levantamento,88443.66,2024-11-01 06:58:06,ATM,Recusada,Malanje,Empresarial
TXN003009,CLI0150,Levantamento,221545.27,2023-01-18 04:42:23,ATM,Aprovada,Benguela,Jovem
TXN004619,CLI0187,Levantamento,34761.11,2023-02-08 06:23:17,Balcão,Aprovada,Kuito,Empresarial
TXN001224,CLI0092,Recarga de Telemóvel,176561.53,2024-05-22 13:55:32,App Mobile,Aprovada,Benguela,Poupança
TXN000215,CLI0076,Transferência,227633.98,21/01/2024 12:43,Balcão,Recusada,Sumbe,Empresarial
TXN004904,CLI0026,Compra com Cartão,248530.78,2024-05-23 08:13:46,Balcão,Aprovada,Lubango,Empresarial
TXN001454,CLI0163,Transferência,72653.02,2024-06-28 04:06:04,Internet Banking,,Malanje,Empresarial
TXN001653,CLI0048,Pagamento de Renda,16293.52,2024-10-26 23:34:30,,Pendente,Malanje,Corrente
TXN000751,CLI0193,Compra com Cartão,78960.87,2023-06-01 08:53:44,Internet Banking,Recusada,Luanda,Empresarial
TXN004865,CLI0175,Compra com Cartão,205269.15,2023-02-07 07:43:43,Internet Banking,Aprovada,Cabinda,Empresarial
TXN003864,CLI0033,Transferência,120120.28,2023-10-25 12:12:19,App Mobile,Recusada,Cabinda,Corrente
TXN004976,CLI0148,Pagamento de Empréstimo,63215.66,2023-09-14 13:03:37,Agente Bancário,Aprovada,Kuito,Jovem
